Title,Creators,Genre,Rating,Likes,Subscribers,Views,Synopsis
Gecko Chan,"Meritxell Garcia, RE ME",comedy,9.18,605128.0,88920.0,4182588.0,"Gecko Chan is a young monster with uncontrollable strength. After moving to a new city, Gecko will have to learn to fit in a city that wasn't prepared for his monstrous size."
Gepetto,Jewon Yeon,"sci-fi, sf",9.78,764321.0,172849.0,15211726.0,"A hundred years ago, the genius inventor behind androids, Professor Gepetto, left behind a mysterious inheritance. After the war between humans and androids has ravaged the planet, androids start to break down and run out of time, while humans are struggling to survive in the lifeless wasteland that is Earth. A single blue-haired android left behind in the Professor's estate may be the key to solving the crises as decades-old plans are finally set into motion."
Get Schooled,"GARAM HAN, Yongtaek Chae",drama,9.78,3100000.0,407700.0,28700000.0,"Hwajin Na's teaching techniques are pretty violent for someone who works in the Ministry of Education. That being said, when punishments don't seem to work on even the worst of school bullies, there is no better man for the job. Sometimes you can't get a good education until those bullies are taught a lesson."
Ghost Bats,"Jeong Summer, Walter Ostlie","sci-fi, sf",9.16,124433.0,58925.0,815227.0,"Ghost Bats, a semi-decent punk band, is suddenly thrust into a galactic Battle of the Bands to defeat their rivals....while conjuring giant monsters?! Can the band survive their interplanetary star trek and win the Grand Prize or will this be their final encore?"
Ghost King,"PARK JINSEOK, SON GOHOO",action,9.40,438185.0,157699.0,4785530.0,"What if the world was divided into people with martial arts powers and people without? Taeyeon Kang was one of the lucky few born with such powers. He enrolls in Murim Police University, a special school for those with powers to stand on the side of justice… but he has a secret of his own. He’s here to uncover the truth behind his father’s disappearance as well as seek protection from the Evil Murim Faction which is after his family’s secret book of martial arts techniques. At the same time, the legendary Ghost King makes his grand return, years after his mysterious disappearance. Just who is this masked anti-hero?
"
Ghost Teller,QTT,horror,9.86,5413019.0,1042578.0,55149454.0,You think your ghost stories are scary? Try listening to these stories from the ghosts themselves.
Ghost Theater,LICO,drama,9.77,2231745.0,411665.0,16527190.0,The shock of a tragic accident leaves talented actress Rahee Ku unable to make facial expressions. Her acting career seems hopeless... until she discovers the mysterious Ghost Theater.
Ghost Wife,Sejung,romance,9.73,10807074.0,1377679.0,142319479.0,"Liz is a normal teenage girl who can see monsters... that want to eat her. The only person who can save her is a demon with a creepy smile and an appetite for live cats. But first, she has to become his fiancÃ©!"
Ghost on the Roof,Klaus Scrimshaw,drama,9.54,288436.0,103006.0,2148745.0,"In modern-day Paris, 20-year old Christine Daaé is an aspiring opera singer whose dreams were shattered by a traumatic incident during an audition one year ago. She has all but given up on returning to the stage, until a mysterious voice on the roof of the Paris Opera House offers her the chance to get her life back. But in order to achieve her dreams, she'll have to ask herself if she's willing to believe in this ghost… and if she can trust him.

A modern retelling of ""The Phantom of the Opera"" by Gaston Leroux."
Ghosts Among the Wild Flowers,Ghost Wintersnow,fantasy,9.60,483205.0,122931.0,6836132.0,Â¨Ghosts among the wildflowersÂ¨ is a webcomic about a group of strangers coming together to search for a treasure they arent sure even exists.
Girlfriend Manual ,saefira (Merlin),romance,9.24,513181.0,203096.0,4508283.0,"Athena is desperate. Why is dating girls so hard? Even though she's doing everything to become the ""it"" girl- the skincare, the workouts, and even the university she goes to- nothing is working. Where is Athena's love story? Every crush ends in disaster, every date is a flop, and her confidence is running low. But then she meets Levi, the handsome yet mysterious barista. Athena can’t keep her eyes off of her! She knows she can't mess this one up and her friends have just the solution. Athena needs... the Girlfriend Manual."
Girls Have a Blog,"Sarah Bollinger, Tara Kurtzhals","slice of life, slice_of_life",9.17,734546.0,140722.0,6589158.0,"Creating comics, playing videos games, eating burgers - everything is better when it's with your best friend. Learn how to adult with Tara and Sarah every Saturday!"
Girls of the Wild's,"HUN, ZHENA",action,9.56,8011837.0,925458.0,178533779.0,"Wild's High School, an all girls educational institute specializing in MMA, has a very special freshman enrolling this year. Jaegu, who fears women from being abandoned by his mother, is about to find out what girls are really all about in this action-packed school drama."
Glacias,"Nawa, Yaruno",fantasy,9.42,96780.0,44343.0,650495.0,"Dragons don't seem scary when you've been raised by one, but how do you convince the rest of the world their fear is misplaced? Determined to create a city where humans and dragons can live together, Juka sets out with his dragon Lyth to challenge traditions and history itself. Can the everlasting hatred between two kinds be broken by a single boy and his dragon? "
Go Away Romeo,Paintword,romance,9.09,4458497.0,872658.0,46604904.0,"Rosaline believed that she and Romeo were destined to be lovers, but an unexpected tragedy comes when he dies on the same day as her cousin, Juliet. Rosaline learns she has one last memory of Romeo— a son. However, Rosaline’s loving memory of Romeo is shattered when she learns of his betrayal. With no one left to love and protect but her son, the last thing she wants is for Romeo to return to Verona and take everything she holds dear."
God Tribe,"Agu_JUNU, SEOPASS",fantasy,9.48,639398.0,210078.0,7425408.0,"Latde, a member of a near-extinct God Tribe called The Hwan Tribe, is being raised in the hands of the Carnivore Tribe on the remote Carnivore Island, far away from the mainland. The Hwan Tribe members being raised on the island are sent away to the Hwan Continent upon reaching adulthood, and Latde’s older brother Latz has already left the island to live a new life in their homeland. But as Latde nears adulthood, the secret of the island is revealed, plunging it into turmoil."
God of Bath,Ilkwon Ha,comedy,9.51,324661.0,129500.0,5777984.0,"To escape from a loan shark hunting him down, 23-year-old Heo Se runs straight into a mysterious and luxurious public bathhouse. After a strange twist of fate, he ends up working as a massage scrubber and has to fight to be the last scrubber standing. Let the battle to become the best scrubber... begin!"
God's Gambit,"2HD, Bsamong, SECAN STUDIO",action,9.25,252609.0,86612.0,2750198.0,"Do gods play dice with the fate of entire cities?
Yul Choi’s city is suddenly transported to become a piece in a board game of the gods. Just when Yul thinks he can work together with people to overcome the monsters and challenges, he realizes he must become the city’s greatest villain to save the city. Can Yul rise to the demanding task of becoming the greatest and most villainous hero his city has ever seen?
"
"God, Please Make Me a Demon!","Bulsa, Yomgary",comedy,9.38,1100000.0,318400.0,8000000.0,"At a glance, high-schooler Moran Baek appears to be a beautiful girl who's perfect in every wayâ€¦ or so it would seem. In reality, she is an exiled demon who has been trapped in a human body for over 5,000 years. When she learns that she is still unable to use her demonic powers despite finishing her exile, Moran despairs and struggles to find a way to become a demon again. One day, she accidentally discovers that doing a good deed restores her powers, and sets out to find a way to keep doing good deeds so she can return to her devilish ways."
